TF,context,n_mito_total,n_oxphos,n_mitoribo,n_apoptosis_pro,n_apoptosis_anti,apop_balance,apoptosis_pro_genes,apoptosis_anti_genes,n_metab_other,k,frac,hyperg_p,bh_fdr
HNF4G,HS_DUCT,2,0,0,0,0,0,,,2,24,0.08333333333333333,0.3510620886611613,0.9999978226741806
HOXA1,AP_LE,2,0,1,0,0,0,,,1,104,0.019230769230769232,0.9726543226617819,0.9999978226741806
HOXA1,BA_TEB,2,0,0,0,0,0,,,2,124,0.016129032258064516,0.9889700059985782,0.9999978226741806
HOXA1,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,96,0.020833333333333332,0.9609683386822194,0.9999978226741806
HOXA2,HS_LE,2,0,0,0,0,0,,,2,28,0.07142857142857142,0.4249585155930174,0.9999978226741806
HOXA3,BA_DUCT,2,0,0,0,0,0,,,2,140,0.014285714285714285,0.9947465978211774,0.9999978226741806
HOXB1,BA_TEB,2,0,0,0,0,0,,,2,83,0.024096385542168676,0.9311853989432473,0.9999978226741806
HOXB2,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,98,0.02040816326530612,0.9642743517825696,0.9999978226741806
HOXB3,HS_TEB,2,0,0,0,1,-1,,Bcl2,1,96,0.020833333333333332,0.9609683386822194,0.9999978226741806
IKZF2,HS_TEB,2,0,0,1,1,0,Pmaip1,Bcl2,0,108,0.018518518518518517,0.9771501101764966,0.9999978226741806
IRF1,AP_DUCT,2,1,0,0,0,0,,,1,49,0.04081632653061224,0.7242594899204555,0.9999978226741806
IRF2,HS_HE,2,0,0,0,0,0,,,2,75,0.02666666666666667,0.9032438140792298,0.9999978226741806
IRF2,HS_TEB,2,0,0,0,0,0,,,2,117,0.017094017094017096,0.9848031684318858,0.9999978226741806
IRF7,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,82,0.024390243902439025,0.9281641092015294,0.9999978226741806
IRX3,HS_TEB,2,0,0,0,0,0,,,2,98,0.02040816326530612,0.9642743517825696,0.9999978226741806
IRX5,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,92,0.021739130434782608,0.9534549189965458,0.9999978226741806
ISL1,BA_TEB,2,0,0,0,0,0,,,2,83,0.024096385542168676,0.9311853989432473,0.9999978226741806
ISX,HS_HE,2,0,0,0,0,0,,,2,39,0.05128205128205128,0.6018905011578153,0.9999978226741806
JRK,AP_LE,2,0,0,0,0,0,,,2,49,0.04081632653061224,0.7242594899204555,0.9999978226741806
JUN,AP_HE,2,0,0,0,0,0,,,2,90,0.022222222222222223,0.9491976434987446,0.9999978226741806
JUND,AP_HE,2,0,0,0,0,0,,,2,73,0.0273972602739726,0.8947579969367424,0.9999978226741806
KDM2B,HS_TEB,2,0,0,1,1,0,Pmaip1,Bcl2,0,44,0.045454545454545456,0.667600031489961,0.9999978226741806
KLF1,AP_HE,2,0,0,0,0,0,,,2,61,0.03278688524590164,0.8276395742161015,0.9999978226741806
KLF10,BA_DUCT,2,0,0,0,0,0,,,2,103,0.019417475728155338,0.9714033243347886,0.9999978226741806
KLF15,AP_HE,2,0,0,0,0,0,,,2,49,0.04081632653061224,0.7242594899204555,0.9999978226741806
KLF16,HS_LE,2,0,0,0,0,0,,,2,54,0.037037037037037035,0.772532065798013,0.9999978226741806
KLF2,HS_TEB,2,0,0,2,0,2,"Bnip3,Pmaip1",,0,111,0.018018018018018018,0.9800436475694518,0.9999978226741806
KLF4,AP_HE,2,0,0,0,0,0,,,2,89,0.02247191011235955,0.9469320825957919,0.9999978226741806
KLF4,HS_DUCT,2,0,0,0,0,0,,,2,42,0.047619047619047616,0.6424296717036017,0.9999978226741806
KLF5,AP_HE,2,0,0,0,0,0,,,2,79,0.02531645569620253,0.91833137001412,0.9999978226741806
KLF5,BA_DUCT,2,0,0,0,0,0,,,2,243,0.00823045267489712,0.9999637726857675,0.9999978226741806
KLF9,AP_DUCT,2,0,0,0,0,0,,,2,36,0.05555555555555555,0.5579729281540194,0.9999978226741806
KLF9,AP_HE,2,0,0,0,0,0,,,2,66,0.030303030303030304,0.8593177784671194,0.9999978226741806
KLF9,HS_LE,2,0,1,0,0,0,,,1,76,0.02631578947368421,0.9072430075870568,0.9999978226741806
MAF,AP_DUCT,2,1,0,0,0,0,,,1,35,0.05714285714285714,0.5425858307240568,0.9999978226741806
MAFB,HS_HE,2,0,0,0,0,0,,,2,62,0.03225806451612903,0.8344492425749259,0.9999978226741806
MAFF,AP_DUCT,2,1,0,0,0,0,,,1,44,0.045454545454545456,0.667600031489961,0.9999978226741806
MAX,AP_DUCT,2,0,0,0,0,0,,,2,33,0.06060606060606061,0.510709978968895,0.9999978226741806
MBNL2,AP_HE,2,0,0,0,0,0,,,2,34,0.058823529411764705,0.5268297957017493,0.9999978226741806
MEF2A,AP_TEB,2,0,0,1,0,1,Bbc3,,1,165,0.012121212121212121,0.9983861306396081,0.9999978226741806
MEF2B,HS_TEB,2,0,0,1,1,0,Pmaip1,Bcl2,0,125,0.016,0.989465843686404,0.9999978226741806
MEF2C,BA_DUCT,2,0,0,0,0,0,,,2,166,0.012048192771084338,0.9984612593920412,0.9999978226741806
MEIS2,BA_DUCT,2,0,0,0,0,0,,,2,165,0.012121212121212121,0.9983861306396081,0.9999978226741806
MEOX2,HS_LE,2,0,0,1,0,1,Bok,,1,25,0.08,0.3698944906792694,0.9999978226741806
MITF,AP_DUCT,2,1,0,0,0,0,,,1,81,0.024691358024691357,0.9250178068291446,0.9999978226741806
MLXIPL,AP_DUCT,2,0,0,0,0,0,,,2,34,0.058823529411764705,0.5268297957017493,0.9999978226741806
MSC,HS_HE,2,0,0,0,0,0,,,2,37,0.05405405405405406,0.5729874178942554,0.9999978226741806
MSC,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,100,0.02,0.9673103504220564,0.9999978226741806
MTERF1,HS_LE,2,0,0,0,0,0,,,2,19,0.10526315789473684,0.2547902448694099,0.9999978226741806
MTF2,HS_LE,2,0,1,0,0,0,,,1,81,0.024691358024691357,0.9250178068291446,0.9999978226741806
MXD1,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,105,0.01904761904761905,0.9738524111313306,0.9999978226741806
MXD3,HS_TEB,2,0,0,0,0,0,,,2,101,0.019801980198019802,0.9687336751246001,0.9999978226741806
MXI1,BA_DUCT,2,0,0,0,0,0,,,2,208,0.009615384615384616,0.9997974841478254,0.9999978226741806
MXI1,HS_DUCT,2,0,0,0,0,0,,,2,36,0.05555555555555555,0.5579729281540194,0.9999978226741806
MYBL1,AP_LE,2,0,1,0,0,0,,,1,209,0.009569377990430622,0.9998071340667893,0.9999978226741806
MYC,AP_HE,2,0,1,0,0,0,,,1,97,0.020618556701030927,0.9626564612520683,0.9999978226741806
NFATC1,AP_HE,2,0,1,0,0,0,,,1,53,0.03773584905660377,0.7635095631401976,0.9999978226741806
NFATC2,HS_TEB,2,0,0,1,1,0,Pmaip1,Bcl2,0,97,0.020618556701030927,0.9626564612520683,0.9999978226741806
NFATC4,AP_TEB,2,0,0,0,0,0,,,2,77,0.025974025974025976,0.9110871121817208,0.9999978226741806
NFATC4,HS_TEB,2,0,0,1,1,0,Pmaip1,Bcl2,0,87,0.022988505747126436,0.942108970050139,0.9999978226741806
NFE2,HS_TEB,2,0,0,0,0,0,,,2,132,0.015151515151515152,0.9923763681362823,0.9999978226741806
NFIA,BA_LE,2,0,0,1,0,1,Bak1,,1,111,0.018018018018018018,0.9800436475694518,0.9999978226741806
NFIB,BA_TEB,2,0,0,0,0,0,,,2,125,0.016,0.989465843686404,0.9999978226741806
NFIC,BA_HE,2,0,0,0,0,0,,,2,126,0.015873015873015872,0.9899399088430942,0.9999978226741806
NFIL3,AP_HE,2,0,0,0,0,0,,,2,46,0.043478260869565216,0.6913184569494495,0.9999978226741806
NFKB1,HS_HE,2,0,0,0,0,0,,,2,63,0.031746031746031744,0.8410148577988434,0.9999978226741806
NFKB2,HS_HE,2,0,0,0,0,0,,,2,52,0.038461538461538464,0.7541779685732284,0.9999978226741806
NKX23,BA_DUCT,2,0,0,0,0,0,,,2,52,0.038461538461538464,0.7541779685732284,0.9999978226741806
NKX31,BA_TEB,2,0,0,0,0,0,,,2,43,0.046511627906976744,0.6551984166363247,0.9999978226741806
NKX32,AP_TEB,2,0,0,0,0,0,,,2,43,0.046511627906976744,0.6551984166363247,0.9999978226741806
NPAS2,AP_TEB,2,0,0,0,0,0,,,2,74,0.02702702702702703,0.89908402605793,0.9999978226741806
NPAS3,BA_TEB,2,0,0,0,0,0,,,2,74,0.02702702702702703,0.89908402605793,0.9999978226741806
NR1D1,BA_DUCT,2,0,0,0,0,0,,,2,136,0.014705882352941176,0.9936692266125218,0.9999978226741806
NR1H2,AP_HE,2,0,0,0,0,0,,,2,57,0.03508771929824561,0.7978165004820695,0.9999978226741806
NR1H2,BA_DUCT,2,0,0,0,0,0,,,2,148,0.013513513513513514,0.9963897898982561,0.9999978226741806
NR1H3,HS_DUCT,2,0,0,0,0,0,,,2,33,0.06060606060606061,0.510709978968895,0.9999978226741806
NR1I2,AP_DUCT,2,0,0,0,0,0,,,2,28,0.07142857142857142,0.4249585155930174,0.9999978226741806
NR1I2,AP_HE,2,0,0,0,0,0,,,2,44,0.045454545454545456,0.667600031489961,0.9999978226741806
NR2F2,AP_TEB,2,0,0,0,0,0,,,2,143,0.013986013986013986,0.9954345535237381,0.9999978226741806
NR2F2,BA_HE,2,0,0,1,0,1,Aifm2,,1,122,0.01639344262295082,0.9879091135131257,0.9999978226741806
NR2F2,HS_TEB,2,0,1,0,1,-1,,Bcl2,0,163,0.012269938650306749,0.9982248635357406,0.9999978226741806
NR3C2,AP_HE,2,0,0,0,0,0,,,2,38,0.05263157894736842,0.5876269769689738,0.9999978226741806
NR4A3,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,99,0.020202020202020204,0.9658247629945567,0.9999978226741806
OLIG1,BA_DUCT,2,0,0,0,0,0,,,2,97,0.020618556701030927,0.9626564612520683,0.9999978226741806
PA2G4,HS_TEB,2,0,0,0,0,0,,,2,36,0.05555555555555555,0.5579729281540194,0.9999978226741806
PATZ1,AP_LE,2,0,0,0,0,0,,,2,75,0.02666666666666667,0.9032438140792298,0.9999978226741806
PAX6,HS_DUCT,2,0,0,0,0,0,,,2,31,0.06451612903225806,0.4774079628154962,0.9999978226741806
PAX8,HS_DUCT,2,0,0,0,0,0,,,2,22,0.09090909090909091,0.3128587195286646,0.9999978226741806
PAX8,HS_HE,2,0,0,0,0,0,,,2,48,0.041666666666666664,0.7136232776887587,0.9999978226741806
PBX3,AP_TEB,2,0,0,1,0,1,Bbc3,,1,206,0.009708737864077669,0.9997767266865989,0.9999978226741806
PCGF2,AP_TEB,2,0,0,0,0,0,,,2,70,0.02857142857142857,0.8807239043028348,0.9999978226741806
PCGF6,AP_TEB,2,0,0,0,0,0,,,2,134,0.014925373134328358,0.9930521703023087,0.9999978226741806
PGR,HS_HE,2,0,0,0,0,0,,,2,76,0.02631578947368421,0.9072430075870568,0.9999978226741806
PIN1,HS_LE,2,0,1,0,0,0,,,1,18,0.1111111111111111,0.23541959109065685,0.9999978226741806
PITX1,AP_LE,2,0,1,0,0,0,,,1,95,0.021052631578947368,0.9592071314364534,0.9999978226741806
PLAGL1,BA_DUCT,2,0,0,0,0,0,,,2,131,0.015267175572519083,0.9920147631072316,0.9999978226741806
PLAGL2,AP_LE,2,1,0,0,0,0,,,1,94,0.02127659574468085,0.9573698842230569,0.9999978226741806
PLAGL2,AP_TEB,2,1,0,0,0,0,,,1,77,0.025974025974025976,0.9110871121817208,0.9999978226741806
POU4F1,BA_TEB,2,0,0,0,0,0,,,2,104,0.019230769230769232,0.9726543226617819,0.9999978226741806
POU4F1,HS_LE,2,0,0,0,0,0,,,2,35,0.05714285714285714,0.5425858307240568,0.9999978226741806
PPARD,AP_TEB,2,0,0,0,0,0,,,2,89,0.02247191011235955,0.9469320825957919,0.9999978226741806
RARB,AP_TEB,2,0,0,1,0,1,Bbc3,,1,160,0.0125,0.997952762379368,0.9999978226741806
RARB,BA_DUCT,2,0,0,0,0,0,,,2,197,0.01015228426395939,0.9996540291007612,0.9999978226741806
RARG,AP_TEB,2,0,0,0,0,0,,,2,99,0.020202020202020204,0.9658247629945567,0.9999978226741806
RARG,BA_DUCT,2,0,0,0,0,0,,,2,141,0.014184397163120567,0.9949865145884274,0.9999978226741806
RBPJ,HS_HE,2,0,0,0,0,0,,,2,57,0.03508771929824561,0.7978165004820695,0.9999978226741806
RELA,AP_HE,2,0,0,0,0,0,,,2,88,0.022727272727272728,0.9445704413847641,0.9999978226741806
RELB,BA_DUCT,2,0,0,0,0,0,,,2,142,0.014084507042253521,0.9952156763239941,0.9999978226741806
RELB,HS_HE,2,0,0,0,0,0,,,2,64,0.03125,0.8473435019048036,0.9999978226741806
REST,HS_DUCT,2,0,0,0,0,0,,,2,44,0.045454545454545456,0.667600031489961,0.9999978226741806
RFX8,BA_TEB,2,0,0,1,0,1,Bid,,1,73,0.0273972602739726,0.8947579969367424,0.9999978226741806
RUNX1,AP_HE,2,0,1,0,0,0,,,1,75,0.02666666666666667,0.9032438140792298,0.9999978226741806
SALL1,HS_LE,2,0,0,0,0,0,,,2,37,0.05405405405405406,0.5729874178942554,0.9999978226741806
SIX2,HS_LE,2,0,0,0,0,0,,,2,37,0.05405405405405406,0.5729874178942554,0.9999978226741806
SIX5,AP_DUCT,2,1,0,0,0,0,,,1,26,0.07692307692307693,0.3885053887570651,0.9999978226741806
SLC2A4RG,HS_HE,2,0,0,0,0,0,,,2,32,0.0625,0.49423317188765986,0.9999978226741806
SMAD9,BA_DUCT,2,0,0,0,0,0,,,2,135,0.014814814814814815,0.9933677208051006,0.9999978226741806
SNAI1,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,103,0.019417475728155338,0.9714033243347886,0.9999978226741806
SNAI2,BA_DUCT,2,0,0,0,0,0,,,2,203,0.009852216748768473,0.9997415780817884,0.9999978226741806
SNAI2,HS_HE,2,0,0,0,0,0,,,2,67,0.029850746268656716,0.8649771195165482,0.9999978226741806
SNAI2,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,176,0.011363636363636364,0.9990463526425313,0.9999978226741806
SOX1,BA_TEB,2,0,0,0,0,0,,,2,78,0.02564102564102564,0.9147814920604314,0.9999978226741806
SOX1,HS_LE,2,0,0,0,0,0,,,2,30,0.06666666666666667,0.4602449112774725,0.9999978226741806
SOX13,BA_DUCT,2,0,0,0,0,0,,,2,153,0.013071895424836602,0.9971479381256041,0.9999978226741806
SOX17,AP_TEB,2,0,0,1,0,1,Bok,,1,161,0.012422360248447204,0.9980477410637908,0.9999978226741806
SOX17,BA_DUCT,2,0,0,1,0,1,Aifm2,,1,190,0.010526315789473684,0.9995142816060629,0.9999978226741806
SOX18,HS_HE,2,0,0,1,0,1,Aifm2,,1,28,0.07142857142857142,0.4249585155930174,0.9999978226741806
SOX2,AP_DUCT,2,0,0,0,0,0,,,2,70,0.02857142857142857,0.8807239043028348,0.9999978226741806
SOX21,BA_TEB,2,0,0,0,0,0,,,2,88,0.022727272727272728,0.9445704413847641,0.9999978226741806
SOX3,BA_TEB,2,0,0,0,0,0,,,2,89,0.02247191011235955,0.9469320825957919,0.9999978226741806
SOX8,BA_DUCT,2,0,0,0,0,0,,,2,117,0.017094017094017096,0.9848031684318858,0.9999978226741806
SOX9,HS_DUCT,2,0,0,0,0,0,,,2,45,0.044444444444444446,0.6796385238345278,0.9999978226741806
SOX9,HS_HE,2,0,0,0,0,0,,,2,114,0.017543859649122806,0.9825805676069552,0.9999978226741806
SP100,BA_DUCT,2,0,0,0,0,0,,,2,100,0.02,0.9673103504220564,0.9999978226741806
SP100,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,82,0.024390243902439025,0.9281641092015294,0.9999978226741806
SP110,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,75,0.02666666666666667,0.9032438140792298,0.9999978226741806
SP5,HS_LE,2,0,0,0,0,0,,,2,31,0.06451612903225806,0.4774079628154962,0.9999978226741806
SP7,BA_TEB,2,0,0,0,0,0,,,2,84,0.023809523809523808,0.9340862035287287,0.9999978226741806
SRF,BA_DUCT,2,0,0,0,0,0,,,2,194,0.010309278350515464,0.9995998224002332,0.9999978226741806
STAT2,HS_TEB,2,0,0,0,0,0,,,2,114,0.017543859649122806,0.9825805676069552,0.9999978226741806
TBX15,BA_DUCT,2,0,0,0,0,0,,,2,118,0.01694915254237288,0.9854808067624484,0.9999978226741806
TBX3,AP_HE,2,0,0,0,0,0,,,2,49,0.04081632653061224,0.7242594899204555,0.9999978226741806
TBX3,AP_TEB,2,0,0,0,0,0,,,2,120,0.016666666666666666,0.986749017919209,0.9999978226741806
TBX3,BA_DUCT,2,0,0,0,0,0,,,2,183,0.01092896174863388,0.9993189502645567,0.9999978226741806
TBX3,HS_DUCT,2,0,0,0,0,0,,,2,26,0.07692307692307693,0.3885053887570651,0.9999978226741806
TCF12,BA_DUCT,2,0,0,0,0,0,,,2,212,0.009433962264150943,0.9998334335648225,0.9999978226741806
TCF21,AP_HE,2,0,0,0,0,0,,,2,67,0.029850746268656716,0.8649771195165482,0.9999978226741806
TCF21,BA_DUCT,2,0,0,0,0,0,,,2,253,0.007905138339920948,0.9999779365071784,0.9999978226741806
TCF21,BA_LE,2,0,0,0,0,0,,,2,87,0.022988505747126436,0.942108970050139,0.9999978226741806
TCF21,HS_DUCT,2,0,0,0,0,0,,,2,42,0.047619047619047616,0.6424296717036017,0.9999978226741806
TCF4,AP_DUCT,2,0,0,0,0,0,,,2,38,0.05263157894736842,0.5876269769689738,0.9999978226741806
TEAD1,BA_DUCT,2,0,0,0,0,0,,,2,175,0.011428571428571429,0.9989994821523814,0.9999978226741806
TEAD2,BA_DUCT,2,0,0,0,0,0,,,2,169,0.011834319526627219,0.9986665612000112,0.9999978226741806
TEAD3,HS_TEB,2,0,0,1,0,1,Bok,,1,110,0.01818181818181818,0.9791209940188151,0.9999978226741806
TEAD4,BA_HE,2,0,0,1,0,1,Aifm2,,1,130,0.015384615384615385,0.9916364043886132,0.9999978226741806
TFAP2C,HS_DUCT,2,0,0,0,0,0,,,2,42,0.047619047619047616,0.6424296717036017,0.9999978226741806
TFCP2L1,AP_HE,2,0,0,0,0,0,,,2,47,0.0425531914893617,0.7026448823371741,0.9999978226741806
TFCP2L1,BA_TEB,2,0,0,0,0,0,,,2,73,0.0273972602739726,0.8947579969367424,0.9999978226741806
THAP10,BA_TEB,2,0,0,0,0,0,,,2,177,0.011299435028248588,0.999091054052083,0.9999978226741806
TLX2,HS_LE,2,0,0,0,0,0,,,2,47,0.0425531914893617,0.7026448823371741,0.9999978226741806
TOPORS,AP_LE,2,0,1,0,0,0,,,1,42,0.047619047619047616,0.6424296717036017,0.9999978226741806
TP63,HS_DUCT,2,0,0,0,0,0,,,2,25,0.08,0.3698944906792694,0.9999978226741806
TRAFD1,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,84,0.023809523809523808,0.9340862035287287,0.9999978226741806
TSHZ1,BA_DUCT,2,0,0,0,0,0,,,2,110,0.01818181818181818,0.9791209940188151,0.9999978226741806
TSHZ2,BA_TEB,2,0,0,0,0,0,,,2,83,0.024096385542168676,0.9311853989432473,0.9999978226741806
TWIST1,HS_TEB,2,0,0,0,0,0,,,2,165,0.012121212121212121,0.9983861306396081,0.9999978226741806
USF2,AP_HE,2,0,0,0,0,0,,,2,79,0.02531645569620253,0.91833137001412,0.9999978226741806
VDR,AP_HE,2,0,0,0,0,0,,,2,78,0.02564102564102564,0.9147814920604314,0.9999978226741806
VDR,HS_TEB,2,0,0,0,1,-1,,Bcl2,1,160,0.0125,0.997952762379368,0.9999978226741806
YY2,HS_LE,2,0,0,0,0,0,,,2,36,0.05555555555555555,0.5579729281540194,0.9999978226741806
ZBED1,HS_HE,2,0,0,0,0,0,,,2,64,0.03125,0.8473435019048036,0.9999978226741806
ZBED4,HS_LE,2,0,0,0,0,0,,,2,70,0.02857142857142857,0.8807239043028348,0.9999978226741806
ZBTB12,HS_LE,2,0,0,0,0,0,,,2,69,0.028985507246376812,0.8756736668492588,0.9999978226741806
ZBTB16,AP_HE,2,0,0,0,0,0,,,2,57,0.03508771929824561,0.7978165004820695,0.9999978226741806
ZBTB16,BA_DUCT,2,0,0,0,0,0,,,2,148,0.013513513513513514,0.9963897898982561,0.9999978226741806
ZBTB4,BA_DUCT,2,0,0,0,0,0,,,2,120,0.016666666666666666,0.986749017919209,0.9999978226741806
ZBTB47,BA_DUCT,2,0,0,0,0,0,,,2,119,0.01680672268907563,0.9861290125644904,0.9999978226741806
ZEB1,HS_DUCT,2,0,0,0,0,0,,,2,25,0.08,0.3698944906792694,0.9999978226741806
ZEB1,HS_HE,2,0,0,0,0,0,,,2,70,0.02857142857142857,0.8807239043028348,0.9999978226741806
ZEB2,BA_DUCT,2,0,0,0,0,0,,,2,177,0.011299435028248588,0.999091054052083,0.9999978226741806
ZFP1,BA_TEB,2,0,0,0,0,0,,,2,90,0.022222222222222223,0.9491976434987446,0.9999978226741806
ZFP69B,AP_LE,2,0,0,0,0,0,,,2,113,0.017699115044247787,0.9817718386282468,0.9999978226741806
ZFP90,HS_LE,2,0,0,0,0,0,,,2,31,0.06451612903225806,0.4774079628154962,0.9999978226741806
ZHX2,BA_DUCT,2,0,0,0,0,0,,,2,140,0.014285714285714285,0.9947465978211774,0.9999978226741806
ZHX2,HS_TEB,2,0,0,1,1,0,Bok,Bcl2,0,160,0.0125,0.997952762379368,0.9999978226741806
ZHX3,BA_DUCT,2,0,0,0,0,0,,,2,144,0.013888888888888888,0.9956435967842743,0.9999978226741806
ZHX3,HS_TEB,2,0,0,0,1,-1,,Bcl2,1,95,0.021052631578947368,0.9592071314364534,0.9999978226741806
ZIC2,HS_LE,2,0,0,0,0,0,,,2,51,0.0392156862745098,0.744530289704453,0.9999978226741806
ZIK1,HS_LE,2,0,0,0,0,0,,,2,58,0.034482758620689655,0.805674432891676,0.9999978226741806
ZKSCAN1,HS_HE,2,0,0,0,0,0,,,2,98,0.02040816326530612,0.9642743517825696,0.9999978226741806
ZNF138,BA_TEB,2,0,0,0,0,0,,,2,97,0.020618556701030927,0.9626564612520683,0.9999978226741806
ZNF180,AP_LE,2,0,1,0,0,0,,,1,66,0.030303030303030304,0.8593177784671194,0.9999978226741806
ZNF217,HS_HE,2,0,0,0,0,0,,,2,125,0.016,0.989465843686404,0.9999978226741806
ZNF256,HS_LE,2,0,0,0,0,0,,,2,33,0.06060606060606061,0.510709978968895,0.9999978226741806
ZNF274,AP_HE,2,0,0,0,0,0,,,2,63,0.031746031746031744,0.8410148577988434,0.9999978226741806
ZNF280B,AP_LE,2,0,1,0,0,0,,,1,55,0.03636363636363636,0.7812525844655887,0.9999978226741806
ZNF280C,HS_LE,2,0,0,0,0,0,,,2,40,0.05,0.6157779862363579,0.9999978226741806
ZNF286A,AP_LE,2,0,1,0,0,0,,,1,76,0.02631578947368421,0.9072430075870568,0.9999978226741806
ZNF300,BA_TEB,2,0,0,1,0,1,Bid,,1,110,0.01818181818181818,0.9791209940188151,0.9999978226741806
ZNF326,HS_LE,2,0,0,0,0,0,,,2,32,0.0625,0.49423317188765986,0.9999978226741806
ZNF33B,HS_LE,2,0,0,0,0,0,,,2,30,0.06666666666666667,0.4602449112774725,0.9999978226741806
ZNF367,HS_LE,2,0,0,0,0,0,,,2,99,0.020202020202020204,0.9658247629945567,0.9999978226741806
ZNF423,HS_LE,2,0,0,0,0,0,,,2,31,0.06451612903225806,0.4774079628154962,0.9999978226741806
ZNF436,HS_TEB,2,0,0,0,1,-1,,Bcl2,1,102,0.0196078431372549,0.9700972063774391,0.9999978226741806
ZNF469,BA_TEB,2,0,0,0,0,0,,,2,45,0.044444444444444446,0.6796385238345278,0.9999978226741806
ZNF488,BA_DUCT,2,0,0,0,0,0,,,2,95,0.021052631578947368,0.9592071314364534,0.9999978226741806
ZNF503,AP_TEB,2,0,0,0,0,0,,,2,73,0.0273972602739726,0.8947579969367424,0.9999978226741806
ZNF521,BA_LE,2,0,0,0,0,0,,,2,104,0.019230769230769232,0.9726543226617819,0.9999978226741806
ZNF579,HS_LE,2,0,0,0,0,0,,,2,37,0.05405405405405406,0.5729874178942554,0.9999978226741806
ZNF625,AP_LE,2,1,1,0,0,0,,,0,102,0.0196078431372549,0.9700972063774391,0.9999978226741806
ZNF680,HS_LE,2,1,0,0,0,0,,,1,37,0.05405405405405406,0.5729874178942554,0.9999978226741806
ZNF697,AP_TEB,2,1,0,0,0,0,,,1,76,0.02631578947368421,0.9072430075870568,0.9999978226741806
ZNF697,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,102,0.0196078431372549,0.9700972063774391,0.9999978226741806
ZNF703,HS_LE,2,0,0,0,0,0,,,2,31,0.06451612903225806,0.4774079628154962,0.9999978226741806
ZNF714,BA_TEB,2,0,0,0,0,0,,,2,160,0.0125,0.997952762379368,0.9999978226741806
ZNF730,BA_TEB,2,0,0,0,0,0,,,2,120,0.016666666666666666,0.986749017919209,0.9999978226741806
ZNF730,HS_LE,2,1,0,0,0,0,,,1,29,0.06896551724137931,0.44275673569044266,0.9999978226741806
ZNF749,HS_LE,2,0,0,0,0,0,,,2,36,0.05555555555555555,0.5579729281540194,0.9999978226741806
ZNF750,AP_DUCT,2,0,0,0,0,0,,,2,31,0.06451612903225806,0.4774079628154962,0.9999978226741806
ZNF750,AP_TEB,2,0,0,0,0,0,,,2,115,0.017391304347826087,0.9833544111196697,0.9999978226741806
ZNF750,BA_DUCT,2,0,0,0,0,0,,,2,122,0.01639344262295082,0.9879091135131257,0.9999978226741806
ZNF777,AP_LE,2,0,0,0,0,0,,,2,82,0.024390243902439025,0.9281641092015294,0.9999978226741806
ZNF837,HS_LE,2,0,0,0,0,0,,,2,28,0.07142857142857142,0.4249585155930174,0.9999978226741806
ZNF878,HS_LE,2,1,0,0,0,0,,,1,44,0.045454545454545456,0.667600031489961,0.9999978226741806
ZNF878,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,46,0.043478260869565216,0.6913184569494495,0.9999978226741806
ZNF883,BA_TEB,2,0,1,0,0,0,,,1,55,0.03636363636363636,0.7812525844655887,0.9999978226741806
ZNF888,AP_LE,2,0,0,0,0,0,,,2,50,0.04,0.734559682924998,0.9999978226741806
ZNF92,HS_LE,2,0,1,0,0,0,,,1,70,0.02857142857142857,0.8807239043028348,0.9999978226741806
ZNF93,HS_LE,2,0,0,0,0,0,,,2,67,0.029850746268656716,0.8649771195165482,0.9999978226741806
ZNF93,HS_TEB,2,0,0,1,0,1,Pmaip1,,1,87,0.022988505747126436,0.942108970050139,0.9999978226741806
ZSCAN18,BA_DUCT,2,0,0,0,0,0,,,2,123,0.016260162601626018,0.9884514310272372,0.9999978226741806
ADNP2,AP_TEB,1,0,0,0,0,0,,,1,90,0.011111111111111112,0.9913797120824829,0.9999978226741806
AEBP1,BA_DUCT,1,0,0,0,0,0,,,1,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
AEBP1,HS_DUCT,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
AEBP1,HS_HE,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
AEBP1,HS_LE,1,0,0,0,0,0,,,1,14,0.07142857142857142,0.5219095126256856,0.9999978226741806
AEBP1,HS_TEB,1,0,0,0,0,0,,,1,58,0.017241379310344827,0.9531514542251285,0.9999978226741806
AHR,AP_DUCT,1,0,0,0,0,0,,,1,42,0.023809523809523808,0.8909032446555523,0.9999978226741806
AHR,AP_TEB,1,0,0,0,0,0,,,1,150,0.006666666666666667,0.9996421770220139,0.9999978226741806
